model_reaction_id,reaction_name,model_equation,negative_sample_role,reason,gpr,orfs,enzyme_ec_numbers
r_3640,"diglyceride (1-16:0, 2-16:1) transport, nucleus-cytoplasm",s_3513 <=> s_3497,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3641,"diglyceride (1-16:1, 2-16:1) transport, nucleus-cytoplasm",s_3514 <=> s_3500,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3642,"diglyceride (1-18:0, 2-16:1) transport, nucleus-cytoplasm",s_3515 <=> s_3502,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3643,"diglyceride (1-18:1, 2-16:1) transport, nucleus-cytoplasm",s_3516 <=> s_3504,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3644,"diglyceride (1-16:0, 2-18:1) transport, nucleus-cytoplasm",s_3517 <=> s_3506,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3645,"diglyceride (1-16:1, 2-18:1) transport, nucleus-cytoplasm",s_3518 <=> s_3508,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3646,"diglyceride (1-18:0, 2-18:1) transport, nucleus-cytoplasm",s_3519 <=> s_3510,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3647,"diglyceride (1-18:1, 2-18:1) transport, nucleus-cytoplasm",s_3520 <=> s_3512,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3654,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cytoplasm",s_3416 <=> s_3600,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3655,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cytoplasm",s_3417 <=> s_3601,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3656,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cytoplasm",s_3418 <=> s_3602,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3657,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cytoplasm",s_3419 <=> s_3603,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3658,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cytoplasm",s_3420 <=> s_3604,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3659,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cytoplasm",s_3421 <=> s_3605,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3660,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cytoplasm",s_3422 <=> s_3606,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3661,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cytoplasm",s_3423 <=> s_3607,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3670,"palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane",s_2877 <=> s_3320,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3672,"diglyceride (1-16:0, 2-16:1) transport, mitochondrial membrane-cytoplasm",s_3521 <=> s_3497,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3673,"diglyceride (1-16:1, 2-16:1) transport, mitochondrial membrane-cytoplasm",s_3522 <=> s_3500,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3674,"diglyceride (1-18:0, 2-16:1) transport, mitochondrial membrane-cytoplasm",s_3523 <=> s_3502,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3675,"diglyceride (1-18:1, 2-16:1) transport, mitochondrial membrane-cytoplasm",s_3524 <=> s_3504,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3676,"diglyceride (1-16:0, 2-18:1) transport, mitochondrial membrane-cytoplasm",s_3525 <=> s_3506,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3677,"diglyceride (1-16:1, 2-18:1) transport, mitochondrial membrane-cytoplasm",s_3526 <=> s_3508,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3685,"TAG (1-16:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle",s_3011 <=> s_3044,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3686,"TAG (1-16:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle",s_3019 <=> s_3059,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3687,"TAG (1-16:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle",s_3027 <=> s_3067,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3688,"TAG (1-16:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle",s_3035 <=> s_3075,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3689,"TAG (1-16:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle",s_3013 <=> s_3048,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3690,"TAG (1-16:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle",s_3021 <=> s_3061,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3691,"TAG (1-16:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle",s_3029 <=> s_3069,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3692,"TAG (1-16:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle",s_3037 <=> s_3077,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3693,"TAG (1-18:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle",s_3015 <=> s_3052,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3694,"TAG (1-18:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle",s_3023 <=> s_3063,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3695,"TAG (1-18:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle",s_3031 <=> s_3071,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3696,"TAG (1-18:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle",s_3039 <=> s_3079,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3697,"TAG (1-18:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle",s_3017 <=> s_3056,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3698,"TAG (1-18:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle",s_3025 <=> s_3065,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3699,"TAG (1-18:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle",s_3033 <=> s_3073,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3700,"TAG (1-18:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle",s_3041 <=> s_3081,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3701,"TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle",s_3012 <=> s_3046,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3702,"TAG (1-16:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle",s_3020 <=> s_3060,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3703,"TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle",s_3028 <=> s_3068,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3704,"TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle",s_3036 <=> s_3076,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3705,"TAG (1-16:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle",s_3014 <=> s_3050,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3706,"TAG (1-16:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle",s_3022 <=> s_3062,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3707,"TAG (1-16:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle",s_3030 <=> s_3070,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3708,"TAG (1-16:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle",s_3038 <=> s_3078,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3709,"TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle",s_3016 <=> s_3054,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3710,"TAG (1-18:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle",s_3024 <=> s_3064,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3711,"TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle",s_3032 <=> s_3072,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3712,"TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle",s_3040 <=> s_3080,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3713,"TAG (1-18:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle",s_3018 <=> s_3058,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3714,"TAG (1-18:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle",s_3026 <=> s_3066,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3715,"TAG (1-18:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle",s_3034 <=> s_3074,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3716,"TAG (1-18:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle",s_3042 <=> s_3082,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3721,"ergosteryl palmitoleate transport, ER membrane-lipid particle",s_3443 <=> s_3656,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3722,"ergosteryl oleate transport, ER membrane-lipid particle",s_3442 <=> s_3658,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3723,"episteryl palmitoleate transport, ER membrane-lipid particle",s_3434 <=> s_3659,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3724,"episteryl oleate transport, ER membrane-lipid particle",s_3433 <=> s_3661,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3725,"fecosteryl palmitoleate transport, ER membrane-lipid particle",s_3437 <=> s_3662,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3726,"fecosteryl oleate transport, ER membrane-lipid particle",s_3436 <=> s_3663,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3727,"lanosteryl palmitoleate transport, ER membrane-lipid particle",s_3440 <=> s_3664,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3728,"lanosteryl oleate transport, ER membrane-lipid particle",s_3439 <=> s_3666,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3729,"zymosteryl palmitoleate transport, ER membrane-lipid particle",s_3446 <=> s_3667,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3730,"zymosteryl oleate transport, ER membrane-lipid particle",s_3445 <=> s_3668,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3731,"phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-lipid particle",s_3207 <=> s_3693,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3732,"phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-lipid particle",s_3208 <=> s_3695,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3733,"phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-lipid particle",s_3209 <=> s_3697,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3734,"phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-lipid particle",s_3210 <=> s_3699,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3735,"phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle",s_3211 <=> s_3701,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3736,"phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-lipid particle",s_3212 <=> s_3702,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3737,"phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-lipid particle",s_3213 <=> s_3703,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3738,"phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-lipid particle",s_3214 <=> s_3704,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3739,"phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-lipid particle",s_3181 <=> s_3705,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3740,"phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-lipid particle",s_3185 <=> s_3706,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3741,"phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-lipid particle",s_3187 <=> s_3707,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3742,"phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-lipid particle",s_3189 <=> s_3708,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3743,"phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-lipid particle",s_3191 <=> s_3686,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
